title,budget,revenue,profit,log_budget,log_revenue,release_year,main_genre,runtime,vote_average,language_group,popularity
Ghost Rider: Spirit of Vengeance,57000000,149217355,92217355,17.858561843342684,18.820914566046213,2011,Action,95.0,4.7,en,48.622278
Captain Corelli's Mandolin,57000000,62112895,5112895,17.858561843342684,17.944464190400666,2001,Drama,131.0,5.5,en,9.061866
The Pacifier,56000000,113006880,57006880,17.840862266556567,18.54295926862797,2005,Action,95.0,5.8,en,35.4763
Walking Tall,56000000,57223890,1223890,17.840862266556567,17.86248204397335,2004,Adventure,86.0,6.0,en,23.438398
The Nutty Professor,54000000,128769345,74769345,17.804494623047066,18.673533346414363,1996,Fantasy,95.0,5.4,en,20.28119
George of the Jungle,55000000,0,-55000000,17.822843761378564,0.0,1997,Adventure,92.0,5.4,en,22.573237
American Wedding,55000000,231449203,176449203,17.822843761378564,19.25987098624791,2003,Comedy,103.0,6.0,en,36.194802
Captain Phillips,55000000,95000000,40000000,17.822843761378564,18.36938746009113,2013,Action,134.0,7.6,en,52.786917
Date Night,55000000,152263880,97263880,17.822843761378564,18.841125632812123,2010,Comedy,97.0,5.9,en,38.06168
The Equalizer,55000000,192330738,137330738,17.822843761378564,19.074727046978456,2014,Thriller,132.0,7.1,en,79.922059
Maid in Manhattan,55000000,154906693,99906693,17.822843761378564,18.85833351943076,2002,Comedy,105.0,5.6,en,19.738215
Crimson Tide,53000000,157387195,104387195,17.78580249038432,18.874219543751828,1995,Action,116.0,7.0,en,20.334629
Flightplan,55000000,223387299,168387299,17.822843761378564,19.224417594281547,2005,Thriller,98.0,6.1,en,32.05145
Disclosure,55000000,214015089,159015089,17.822843761378564,19.181557084518822,1994,Drama,123.0,5.9,en,15.064058
City of Angels,55000000,198685114,143685114,17.822843761378564,19.10723179278848,1998,Drama,114.0,6.4,en,21.272734
Kill Bill: Vol. 1,30000000,180949000,150949000,17.216707972959764,19.013725787096668,2003,Action,111.0,7.7,en,79.754966
Bowfinger,55000000,0,-55000000,17.822843761378564,0.0,1999,Comedy,97.0,6.0,en,13.191829
Kill Bill: Vol. 2,30000000,152159461,122159461,17.216707972959764,18.840439621003263,2004,Action,136.0,7.6,en,50.622607
Tango & Cash,55000000,63408614,8408614,17.822843761378564,17.965110293456913,1989,Action,104.0,6.1,en,22.787667
Death Becomes Her,55000000,149022650,94022650,17.822843761378564,18.819608872490072,1992,Fantasy,104.0,6.3,en,29.498304
Shanghai Noon,55000000,56932305,1932305,17.822843761378564,17.857373505991344,2000,Adventure,110.0,6.2,en,25.400935
Executive Decision,55000000,121969216,66969216,17.822843761378564,18.619279251187436,1996,Action,133.0,5.8,en,17.231675
Mr. Popper's Penguins,55000000,187361754,132361754,17.822843761378564,19.048551824763834,2011,Comedy,94.0,5.7,en,32.835777
The Forbidden Kingdom,55000000,127906624,72906624,17.822843761378564,18.666811063487494,2008,Action,104.0,6.3,en,17.097041
Free Birds,55000000,110000000,55000000,17.822843761378564,18.5159909328476,2013,Animation,91.0,5.7,en,14.414937
Alien³,50000000,159773545,109773545,17.72753358339242,18.88926803316192,1992,Science Fiction,114.0,6.2,en,45.856409
Evita,55000000,141047179,86047179,17.822843761378564,18.764605002302105,1996,History,134.0,5.9,en,7.027139
Ronin,55000000,41610884,-13389116,17.822843761378564,17.54387234965868,1998,Action,122.0,6.7,en,32.657488
The Ghost and the Darkness,50000000,75000000,25000000,17.72753358339242,18.132998684833918,1996,Adventure,109.0,6.4,en,12.46525
The Watch,68000000,68267862,267862,18.035018277846262,18.038949686722027,2012,Comedy,98.0,5.3,en,39.395881
The Hunted,55000000,34234008,-20765992,17.822843761378564,17.34873012313425,2003,Drama,94.0,6.0,en,8.634954
Stuck on You,55000000,33828318,-21171682,17.822843761378564,17.33680884989773,2003,Comedy,118.0,5.1,en,8.802525
Semi-Pro,0,33472850,33472850,0.0,17.326245250318724,2008,Comedy,91.0,5.4,en,10.449975
The Pirates! In an Adventure with Scientists!,60000000,118338361,58338361,17.909855136853043,18.58905855364331,2012,Animation,88.0,6.4,en,23.700759
Changeling,55000000,113020255,58020255,17.822843761378564,18.54307761724923,2008,Crime,141.0,7.3,en,27.50916
Chain Reaction,50000000,60209334,10209334,17.72753358339242,17.913337964702674,1996,Action,107.0,5.3,en,20.58862
The Fan,55000000,18626419,-36373581,17.822843761378564,16.740091560934392,1996,Drama,116.0,5.7,en,4.366488
The Phantom of the Opera,70000000,154648887,84648887,18.064005814299346,18.856667866639498,2004,Thriller,143.0,7.0,en,18.927463
Elizabeth: The Golden Age,55000000,74237563,19237563,17.822843761378564,18.122780833403876,2007,Drama,114.0,6.6,en,15.274137
Æon Flux,62000000,52304001,-9695999,17.9426449591384,17.77258344618412,2005,Action,93.0,5.4,en,29.954302
Gods and Generals,56000000,12923936,-43076064,17.840862266556567,16.374591731262836,2003,Drama,214.0,6.1,en,4.362535
Turbulence,55000000,11466088,-43533912,17.822843761378564,16.25490445449953,1997,Action,100.0,5.2,en,4.700024
Imagine That,55000000,0,-55000000,17.822843761378564,0.0,2009,Comedy,107.0,5.7,en,12.340384
Muppets Most Wanted,50000000,80383290,30383290,17.72753358339242,18.20231688916784,2014,Comedy,112.0,6.2,en,14.808304
Thunderbirds,57000000,28283637,-28716363,17.858561843342684,17.157794032868882,2004,Action,95.0,4.2,en,9.27875
Burlesque,55000000,89519773,34519773,17.822843761378564,18.309970097389243,2010,Drama,119.0,6.9,en,22.863516
A Very Long Engagement,47000000,0,-47000000,17.665658180950928,0.0,2004,Drama,133.0,7.1,fr,23.05451
Lolita,2000000,9250000,7250000,14.508658238524095,16.04013421759671,1962,Drama,153.0,7.3,en,23.962109
D-Tox,55000000,6416302,-48583698,17.822843761378564,15.674352653099175,2002,Action,96.0,5.3,en,12.669778
Blade II,54000000,155010032,101010032,17.804494623047066,18.859000401820946,2002,Fantasy,117.0,6.2,en,67.169587
Seven Pounds,55000000,168167691,113167691,17.822843761378564,18.940472206197107,2008,Drama,123.0,7.5,en,41.472404
Bullet to the Head,55000000,9489829,-45510171,17.822843761378564,16.065731256832404,2013,Action,92.0,5.2,en,22.503935
The Godfather: Part III,54000000,136766062,82766062,17.804494623047066,18.733782454891035,1990,Crime,162.0,7.1,en,59.194915
Elizabethtown,57000000,52034889,-4965111,17.858561843342684,17.767425013090104,2005,Comedy,123.0,6.1,en,22.894898
"You, Me and Dupree",54000000,130431368,76431368,17.804494623047066,18.686357738342906,2006,Comedy,108.0,5.4,en,18.600367
Superman II,54000000,190458706,136458706,17.804494623047066,19.064945967880078,1980,Action,127.0,6.5,en,30.515175
Gigli,54000000,7266209,-46733791,17.804494623047066,15.798745393079741,2003,Drama,121.0,3.5,en,9.053456
All the King's Men,55000000,9450897,-45549103,17.822843761378564,16.061620321410224,2006,Drama,125.0,5.7,en,7.768223
Shaft,46000000,107196498,61196498,17.6441519761925,18.490174147485583,2000,Action,99.0,5.5,en,19.643365
Anastasia,53000000,139804348,86804348,17.78580249038432,18.75575449600687,1997,Animation,94.0,7.4,en,45.565918
Moulin Rouge!,52500000,179213434,126713434,17.77632374660947,19.004088027793053,2001,Drama,127.0,7.4,en,57.374341
Black Mass,53000000,98837872,45837872,17.78580249038432,18.40899141922545,2015,Crime,122.0,6.3,en,46.049902
Law Abiding Citizen,53000000,126690726,73690726,17.78580249038432,18.65725945397838,2009,Drama,109.0,7.2,en,49.593978
Grindhouse,67000000,25037897,-41962103,18.020203192280615,17.035901154985634,2007,Thriller,191.0,6.8,en,16.637642
Beloved,0,0,0,0.0,0.0,1998,Drama,172.0,5.9,en,1.453765
Lucky You,0,5761917,5761917,0.0,15.566780963355614,2007,Drama,124.0,5.4,en,6.162872
Zero Dark Thirty,40000000,132820716,92820716,17.50439003707821,18.70451078434566,2012,Thriller,157.0,6.7,en,38.306954
The Break-Up,52000000,204999686,152999686,17.76675429577647,19.138519010272248,2006,Romance,106.0,5.6,en,26.251217
Valentine's Day,52000000,216485654,164485654,17.76675429577647,19.193034844551107,2010,Comedy,125.0,5.7,en,25.41929
The Dukes of Hazzard,50000000,110803676,60803676,17.72753358339242,18.523270517647394,2005,Action,104.0,5.1,en,15.98212
The Thin Red Line,52000000,98126565,46126565,17.76675429577647,18.401768693175168,1998,Drama,170.0,7.2,en,40.072583
The Change-Up,52000000,75450437,23450437,17.76675429577647,18.13898654833027,2011,Comedy,112.0,5.9,en,32.015477
Casino,52000000,116112375,64112375,17.76675429577647,18.570069038747533,1995,Drama,178.0,7.8,en,40.06688
From Paris with Love,52000000,52826594,826594,17.76675429577647,17.78252531504748,2010,Action,92.0,6.1,en,27.916284
Bulletproof Monk,52000000,0,-52000000,17.76675429577647,0.0,2003,Action,104.0,5.1,en,15.20707
"Me, Myself & Irene",51000000,149270999,98270999,17.747336210296442,18.82127400385676,2000,Comedy,116.0,6.1,en,39.001682
Barnyard,51000000,72779000,21779000,17.747336210296442,18.102938023755648,2006,Animation,90.0,5.3,en,10.430832
Deck the Halls,0,47231070,47231070,0.0,17.670562517880285,2006,Comedy,93.0,5.1,en,5.952527
The Adjustment Bureau,50200000,127869379,77669379,17.731525604582277,18.666519832101162,2011,Science Fiction,106.0,6.5,en,26.60772
Patch Adams,50000000,202292902,152292902,17.72753358339242,19.125227219960564,1998,Comedy,115.0,7.0,en,35.537397
Anchorman 2: The Legend Continues,50000000,173649015,123649015,17.72753358339242,18.972546670567613,2013,Comedy,119.0,6.0,en,38.125008
Mr. Deeds,50000000,171269535,121269535,17.72753358339242,18.95874910743223,2002,Comedy,96.0,5.6,en,18.121404
How to Lose a Guy in 10 Days,50000000,177371441,127371441,17.72753358339242,18.993756634046676,2003,Comedy,116.0,6.3,en,23.854701
22 Jump Street,50000000,188441614,138441614,17.72753358339242,19.054298782126615,2014,Crime,112.0,7.0,en,52.380982
Interview with the Vampire,60000000,223664608,163664608,17.909855136853043,19.22565820652359,1994,Horror,123.0,7.2,en,50.163785
Yes Man,70000000,225990978,155990978,18.064005814299346,19.236005640510694,2008,Comedy,104.0,6.4,en,43.849351
Central Intelligence,50000000,216972543,166972543,17.72753358339242,19.195281378154103,2016,Action,107.0,6.2,en,45.318703
Stepmom,0,0,0,0.0,0.0,1998,Drama,124.0,6.9,en,16.368283
Into the Woods,50000000,212902372,162902372,17.72753358339242,19.17634427587956,2014,Fantasy,125.0,5.6,en,65.90161
Inside Man,45000000,184376254,139376254,17.622173069956816,19.032489091814853,2006,Crime,129.0,7.3,en,45.220386
Congo,50000000,152022101,102022101,17.72753358339242,18.839536476134583,1995,Action,109.0,5.0,en,10.755847
We Bought a Zoo,50000000,120081841,70081841,17.72753358339242,18.60368408494531,2011,Drama,124.0,6.5,en,38.629763
Knowing,50000000,155446362,105446362,17.72753358339242,18.86181129760479,2009,Action,121.0,5.9,en,32.693093
Failure to Launch,50000000,88715192,38715192,17.72753358339242,18.300941717843283,2006,Comedy,97.0,5.5,en,18.806031
The Ring Two,50000000,161451538,111451538,17.72753358339242,18.899715587486085,2005,Drama,110.0,5.4,en,32.233713
"Crazy, Stupid, Love.",50000000,142851197,92851197,17.72753358339242,18.777314073025213,2011,Comedy,118.0,7.0,en,37.990705
Garfield,50000000,200804534,150804534,17.72753358339242,19.117842530188174,2004,Animation,80.0,5.2,en,17.667826
Christmas with the Kranks,60000000,0,-60000000,17.909855136853043,0.0,2004,Comedy,99.0,5.2,en,9.225166
Moneyball,50000000,110206216,60206216,17.72753358339242,18.517863868699774,2011,Drama,133.0,7.0,en,46.180421
Outbreak,50000000,189859560,139859560,17.72753358339242,19.061795204185188,1995,Action,127.0,6.3,en,30.397496
Non-Stop,50000000,222809600,172809600,17.72753358339242,19.221828157548554,2014,Action,106.0,6.8,en,83.295796
Race to Witch Mountain,50000000,106303988,56303988,17.72753358339242,18.481813368478278,2009,Adventure,98.0,5.5,en,23.935053
V for Vendetta,54000000,132511035,78511035,17.804494623047066,18.70217649048812,2006,Action,132.0,7.7,en,84.630969
Shanghai Knights,50000000,88323487,38323487,17.72753358339242,18.296516632466865,2003,Action,115.0,6.0,en,16.251204
Curious George,50000000,69834815,19834815,17.72753358339242,18.06164323993655,2006,Adventure,86.0,6.2,en,9.894346
Herbie Fully Loaded,50000000,66002004,16002004,17.72753358339242,18.005195678317154,2005,Comedy,101.0,5.1,en,12.050755
Don't Say a Word,50000000,100020092,50020092,17.72753358339242,18.420881653768635,2001,Thriller,113.0,6.0,en,11.596207
Hansel & Gretel: Witch Hunters,50000000,224803475,174803475,17.72753358339242,19.230737138497716,2013,Fantasy,88.0,5.7,en,53.02787
Unfaithful,50000000,119137784,69137784,17.72753358339242,18.59579123841905,2002,Thriller,124.0,6.3,en,14.382253
I Am Number Four,50000000,144492830,94492830,17.72753358339242,18.788740451829273,2011,Action,109.0,5.9,en,43.450266
Syriana,50000000,94000000,44000000,17.72753358339242,18.358805350872576,2005,Drama,128.0,6.3,en,16.871194
13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,19411370,17.72753358339242,18.055561259317784,2016,Action,144.0,7.0,en,42.526529
The Book of Life,50000000,97437106,47437106,17.72753358339242,18.39471767141942,2014,Romance,95.0,7.3,en,34.890999
Firewall,45000000,82800000,37800000,17.622173069956816,18.231938631432783,2006,Thriller,105.0,5.6,en,18.186026
Absolute Power,50000000,50068310,68310,17.72753358339242,17.72889885096305,1997,Crime,121.0,6.4,en,13.576765
G.I. Jane,50000000,48169156,-1830844,17.72753358339242,17.690229477934274,1997,Action,125.0,6.0,en,19.434672
The Game,50000000,109423648,59423648,17.72753358339242,18.510737594609065,1997,Drama,129.0,7.5,en,62.925175
Silent Hill,50000000,97607453,47607453,17.72753358339242,18.396464421417875,2006,Horror,125.0,6.3,en,32.927994
The Replacements,0,0,0,0.0,0.0,2000,Comedy,118.0,6.1,en,14.837288
The Negotiator,50000000,44547681,-5452319,17.72753358339242,17.612070679102047,1998,Action,140.0,6.8,en,28.725621
Into the Storm,50000000,160602194,110602194,17.72753358339242,18.894441026880422,2014,Action,89.0,5.8,en,20.566554
Beverly Hills Cop III,50000000,119208989,69208989,17.72753358339242,18.596388729214706,1994,Action,104.0,5.5,en,20.333953
Gremlins 2: The New Batch,50000000,41482207,-8517793,17.72753358339242,17.540775170381426,1990,Comedy,106.0,6.2,en,33.98637
The Judge,50000000,83719388,33719388,17.72753358339242,18.242981157378797,2014,Drama,141.0,7.2,en,42.472324
The Peacemaker,50000000,0,-50000000,17.72753358339242,0.0,1997,Action,124.0,5.8,en,15.931084
Resident Evil: Apocalypse,45000000,129394835,84394835,17.622173069956816,18.67837903197046,2004,Horror,94.0,6.1,en,29.880122
Bridget Jones: The Edge of Reason,50000000,40203020,-9796980,17.72753358339242,17.509452700019416,2004,Comedy,108.0,6.1,en,28.803802
Out of Time,50000000,55495563,5495563,17.72753358339242,17.831813647594327,2003,Thriller,105.0,6.1,en,14.993459
On Deadly Ground,50000000,49000000,-1000000,17.72753358339242,17.707330876483063,1994,Action,102.0,4.5,en,9.114168
The Adventures of Sharkboy and Lavagirl,50000000,69425966,19425966,17.72753358339242,18.05577151976017,2005,Adventure,92.0,4.4,en,12.31101
The Beach,40000000,144056873,104056873,17.50439003707821,18.785718737898097,2000,Drama,119.0,6.3,en,41.362082
Raising Helen,50000000,49718611,-281389,17.72753358339242,17.72188990788566,2004,Drama,119.0,5.9,en,13.298205
Ninja Assassin,40000000,60462347,20462347,17.50439003707821,17.917531382155286,2009,Action,99.0,6.2,en,19.085403
For Love of the Game,50000000,0,-50000000,17.72753358339242,0.0,1999,Drama,137.0,6.3,en,9.622345
Striptease,50000000,113309743,63309743,17.72753358339242,18.54563572406552,1996,Drama,115.0,4.4,en,11.106006
Marmaduke,50000000,83761844,33761844,17.72753358339242,18.24348815150459,2010,Family,87.0,5.0,en,12.25622
Hereafter,50000000,105197635,55197635,17.72753358339242,18.471351386532508,2010,Drama,129.0,5.8,en,13.365715
Murder by Numbers,50000000,56714147,6714147,17.72753358339242,17.853534261381615,2002,Crime,120.0,6.0,en,16.167093
Assassins,50000000,30303072,-19696928,17.72753358339242,17.22675968447894,1995,Action,132.0,6.0,en,23.073933
Hannibal Rising,50000000,82169884,32169884,17.72753358339242,18.22429943036885,2007,Crime,121.0,6.0,en,6.567065
The Story of Us,50000000,58900031,8900031,17.72753358339242,17.891352191915384,1999,Comedy,95.0,5.9,en,6.22577
The Host,44000000,63327201,19327201,17.599700214609808,17.963825526243895,2013,Action,125.0,6.0,en,42.933027
Basic,50000000,42792561,-7207439,17.72753358339242,17.571874860402925,2003,Action,98.0,6.2,en,19.226763
Blood Work,50000000,26199517,-23800483,17.72753358339242,17.081251571615535,2002,Crime,110.0,6.1,en,10.089065
The International,50000000,60161391,10161391,17.72753358339242,17.912541375636046,2009,Drama,118.0,6.0,en,13.391833
Escape from L.A.,50000000,42277365,-7722635,17.72753358339242,17.55976241806633,1996,Action,97.0,5.6,en,21.637234
The Iron Giant,70000000,23159305,-46840695,18.064005814299346,16.95790724476241,1999,Adventure,86.0,7.6,en,61.245957
The Life Aquatic with Steve Zissou,50000000,34808403,-15191597,17.72753358339242,17.365369409842533,2004,Adventure,119.0,7.1,en,25.237969
Free State of Jones,50000000,25035950,-24964050,17.72753358339242,17.035823389843156,2016,War,139.0,6.6,en,21.589393
The Life of David Gale,50000000,38955598,-11044402,17.72753358339242,17.4779330683456,2003,Drama,130.0,7.3,en,22.442241
Man of the House,40000000,0,-40000000,17.50439003707821,0.0,2005,Comedy,100.0,5.4,en,6.004422
Run All Night,50000000,71561644,21561644,17.72753358339242,18.086069804043206,2015,Action,114.0,6.3,en,74.64653
Eastern Promises,51500000,55112356,3612356,17.75709238505144,17.82488451395229,2007,Thriller,100.0,7.2,en,35.481169
Into the Blue,50000000,44434439,-5565561,17.72753358339242,17.609525402397228,2005,Action,110.0,5.8,en,14.723467
The Messenger: The Story of Joan of Arc,60000000,66976317,6976317,17.909855136853043,18.019849652186014,1999,Adventure,148.0,6.2,fr,21.084542
Your Highness,49900000,26121638,-23778362,17.725531580761828,17.07827460925533,2011,Comedy,102.0,5.2,en,21.408222
Dream House,50000000,38502340,-11497660,17.72753358339242,17.46622960260426,2011,Drama,84.0,5.8,en,19.267479
Mad City,50000000,10541523,-39458477,17.72753358339242,16.17083268265543,1997,Action,114.0,5.9,en,3.314004
Baby's Day Out,50000000,16671505,-33328495,17.72753358339242,16.629211592578002,1994,Action,99.0,5.8,en,21.312186
The Scarlet Letter,50000000,10382407,-39617593,17.72753358339242,16.155623393383497,1995,Drama,135.0,5.5,en,7.44268
Fair Game,22000000,24188922,2188922,16.906553056777135,17.00140535906508,2010,Drama,108.0,6.5,en,12.54949
Domino,50000000,22944502,-27055498,17.72753358339242,16.948588945083998,2005,Action,127.0,6.0,en,18.394571
Jade,50000000,9851610,-40148390,17.72753358339242,16.10314555307438,1995,Action,95.0,5.2,en,8.189406
Gamer,50000000,40828540,-9171460,17.72753358339242,17.52489192912803,2009,Action,95.0,5.6,en,27.631262
Beautiful Creatures,60000000,60052138,52138,17.909855136853043,17.910723726172282,2013,Fantasy,124.0,5.6,en,40.721373
